C/A,UNIT,SCP,STATION,LINENAME,DIVISION,DATE,TIME,DESC,ENTRIES,EXITS                                                               
A002,R051,02-00-01,59 ST,NQR456W,BMT,05/27/2017,08:00:00,REGULAR,0005605890,0001243355                                            
A002,R051,02-00-01,59 ST,NQR456W,BMT,05/27/2017,12:00:00,REGULAR,0005605950,0001243397                                            
A002,R051,02-00-01,59 ST,NQR456W,BMT,05/27/2017,16:00:00,REGULAR,0005606087,0001243433                                            
A002,R051,02-00-01,59 ST,NQR456W,BMT,05/27/2017,20:00:00,REGULAR,0005606305,0001243460                                            
A002,R051,02-00-01,59 ST,NQR456W,BMT,05/28/2017,00:00:00,REGULAR,0005606415,0001243473                                            
A002,R051,02-00-01,59 ST,NQR456W,BMT,05/28/2017,04:00:00,REGULAR,0005606433,0001243473                                            
A002,R051,02-00-01,59 ST,NQR456W,BMT,05/28/2017,08:00:00,REGULAR,0005606446,0001243481                                            
A002,R051,02-00-01,59 ST,NQR456W,BMT,05/28/2017,12:00:00,REGULAR,0005606532,0001243526                                            
A002,R051,02-00-01,59 ST,NQR456W,BMT,05/28/2017,16:00:00,REGULAR,0005606702,0001243565                                            
A002,R051,02-00-01,59 ST,NQR456W,BMT,05/28/2017,20:00:00,REGULAR,0005606881,0001243588                                            
A002,R051,02-00-01,59 ST,NQR456W,BMT,05/29/2017,00:00:00,REGULAR,0005606960,0001243606                                            
A002,R051,02-00-01,59 ST,NQR456W,BMT,05/29/2017,04:00:00,REGULAR,0005606970,0001243607                                            
A002,R051,02-00-01,59 ST,NQR456W,BMT,05/29/2017,08:00:00,REGULAR,0005606972,0001243626                                            
A002,R051,02-00-01,59 ST,NQR456W,BMT,05/29/2017,12:00:00,REGULAR,0005607027,0001243665                                            
A002,R051,02-00-01,59 ST,NQR456W,BMT,05/29/2017,16:00:00,REGULAR,0005607181,0001243693                                            
A002,R051,02-00-01,59 ST,NQR456W,BMT,05/29/2017,20:00:00,REGULAR,0005607350,0001243722                                            
A002,R051,02-00-01,59 ST,NQR456W,BMT,05/30/2017,00:00:00,REGULAR,0005607422,0001243734                                            
A002,R051,02-00-01,59 ST,NQR456W,BMT,05/30/2017,04:00:00,REGULAR,0005607426,0001243737                                            
A002,R051,02-00-01,59 ST,NQR456W,BMT,05/30/2017,08:00:00,REGULAR,0005607444,0001243786                                            
A002,R051,02-00-01,59 ST,NQR456W,BMT,05/30/2017,12:00:00,REGULAR,0005607574,0001243923                                            
A002,R051,02-00-01,59 ST,NQR456W,BMT,05/30/2017,16:00:00,REGULAR,0005607841,0001243983                                            
A002,R051,02-00-01,59 ST,NQR456W,BMT,05/30/2017,20:00:00,REGULAR,0005608512,0001244034                                            
A002,R051,02-00-01,59 ST,NQR456W,BMT,05/31/2017,00:00:00,REGULAR,0005608659,0001244054                                            
A002,R051,02-00-01,59 ST,NQR456W,BMT,05/31/2017,04:00:00,REGULAR,0005608667,0001244057                                            
A002,R051,02-00-01,59 ST,NQR456W,BMT,05/31/2017,08:00:00,REGULAR,0005608700,0001244112                                            
A002,R051,02-00-01,59 ST,NQR456W,BMT,05/31/2017,12:00:00,REGULAR,0005608823,0001244258                                            
A002,R051,02-00-01,59 ST,NQR456W,BMT,05/31/2017,16:00:00,REGULAR,0005609108,0001244307                                            
A002,R051,02-00-01,59 ST,NQR456W,BMT,05/31/2017,20:00:00,REGULAR,0005609753,0001244360                                            
A002,R051,02-00-01,59 ST,NQR456W,BMT,06/01/2017,00:00:00,REGULAR,0005609920,0001244379                                            
A002,R051,02-00-01,59 ST,NQR456W,BMT,06/01/2017,04:00:00,REGULAR,0005609927,0001244384                                            
A002,R051,02-00-01,59 ST,NQR456W,BMT,06/01/2017,08:00:00,REGULAR,0005609952,0001244441                                            
A002,R051,02-00-01,59 ST,NQR456W,BMT,06/01/2017,12:00:00,REGULAR,0005610083,0001244567                                            
A002,R051,02-00-01,59 ST,NQR456W,BMT,06/01/2017,16:00:00,REGULAR,0005610350,0001244625                                            
A002,R051,02-00-01,59 ST,NQR456W,BMT,06/01/2017,20:00:00,REGULAR,0005610932,0001244683                                            
A002,R051,02-00-01,59 ST,NQR456W,BMT,06/02/2017,00:00:00,REGULAR,0005611113,0001244698                                            
A002,R051,02-00-01,59 ST,NQR456W,BMT,06/02/2017,04:00:00,REGULAR,0005611127,0001244705                                            
A002,R051,02-00-01,59 ST,NQR456W,BMT,06/02/2017,08:00:00,REGULAR,0005611151,0001244752                                            
A002,R051,02-00-01,59 ST,NQR456W,BMT,06/02/2017,12:00:00,REGULAR,0005611281,0001244878                                            
A002,R051,02-00-01,59 ST,NQR456W,BMT,06/02/2017,16:00:00,REGULAR,0005611559,0001244939                                            
A002,R051,02-00-01,59 ST,NQR456W,BMT,06/02/2017,20:00:00,REGULAR,0005612181,0001244993                                            
A002,R051,02-03-00,59 ST,NQR456W,BMT,05/27/2017,00:00:00,REGULAR,0000918909,0003409718                                            
A002,R051,02-03-00,59 ST,NQR456W,BMT,05/27/2017,04:00:00,REGULAR,0000918920,0003409731                                            
A002,R051,02-03-00,59 ST,NQR456W,BMT,05/27/2017,08:00:00,REGULAR,0000918930,0003409799                                            
A002,R051,02-03-00,59 ST,NQR456W,BMT,05/27/2017,12:00:00,REGULAR,0000918960,0003410048                                            
A002,R051,02-03-00,59 ST,NQR456W,BMT,05/27/2017,16:00:00,REGULAR,0000919043,0003410365                                            
A002,R051,02-03-00,59 ST,NQR456W,BMT,05/27/2017,20:00:00,REGULAR,0000919163,0003410610                                            
A002,R051,02-03-00,59 ST,NQR456W,BMT,05/28/2017,00:00:00,REGULAR,0000919233,0003410734                                            
A002,R051,02-03-00,59 ST,NQR456W,BMT,05/28/2017,04:00:00,REGULAR,0000919243,0003410745                                            
A002,R051,02-03-00,59 ST,NQR456W,BMT,05/28/2017,08:00:00,REGULAR,0000919247,0003410781                                            
A002,R051,02-03-00,59 ST,NQR456W,BMT,05/28/2017,12:00:00,REGULAR,0000919330,0003410934                                            
A002,R051,02-03-00,59 ST,NQR456W,BMT,05/28/2017,16:00:00,REGULAR,0000919408,0003411142                                            
A002,R051,02-03-00,59 ST,NQR456W,BMT,05/28/2017,20:00:00,REGULAR,0000919519,0003411400                                            
A002,R051,02-03-00,59 ST,NQR456W,BMT,05/29/2017,00:00:00,REGULAR,0000919573,0003411537                                            
A002,R051,02-03-00,59 ST,NQR456W,BMT,05/29/2017,04:00:00,REGULAR,0000919583,0003411545                                            
A002,R051,02-03-00,59 ST,NQR456W,BMT,05/29/2017,08:00:00,REGULAR,0000919586,0003411611                                            
A002,R051,02-03-00,59 ST,NQR456W,BMT,05/29/2017,12:00:00,REGULAR,0000919626,0003411841                                            
A002,R051,02-03-00,59 ST,NQR456W,BMT,05/29/2017,16:00:00,REGULAR,0000919701,0003412078                                            
A002,R051,02-03-00,59 ST,NQR456W,BMT,05/29/2017,20:00:00,REGULAR,0000919777,0003412316                                            
A002,R051,02-03-00,59 ST,NQR456W,BMT,05/30/2017,00:00:00,REGULAR,0000919821,0003412412                                            
A002,R051,02-03-00,59 ST,NQR456W,BMT,05/30/2017,04:00:00,REGULAR,0000919827,0003412421                                            
A002,R051,02-03-00,59 ST,NQR456W,BMT,05/30/2017,08:00:00,REGULAR,0000919842,0003412721                                            
A002,R051,02-03-00,59 ST,NQR456W,BMT,05/30/2017,12:00:00,REGULAR,0000919881,0003413471                                            
A002,R051,02-03-00,59 ST,NQR456W,BMT,05/30/2017,16:00:00,REGULAR,0000920032,0003413851                                            
A002,R051,02-03-00,59 ST,NQR456W,BMT,05/30/2017,20:00:00,REGULAR,0000920270,0003414463                                            
A002,R051,02-03-00,59 ST,NQR456W,BMT,05/31/2017,00:00:00,REGULAR,0000920375,0003414601                                            
A002,R051,02-03-00,59 ST,NQR456W,BMT,05/31/2017,04:00:00,REGULAR,0000920381,0003414611                                            
A002,R051,02-03-00,59 ST,NQR456W,BMT,05/31/2017,08:00:00,REGULAR,0000920397,0003414883                                            
A002,R051,02-03-00,59 ST,NQR456W,BMT,05/31/2017,12:00:00,REGULAR,0000920462,0003415709                                            
A002,R051,02-03-00,59 ST,NQR456W,BMT,05/31/2017,16:00:00,REGULAR,0000920581,0003416085                                            
A002,R051,02-03-00,59 ST,NQR456W,BMT,05/31/2017,20:00:00,REGULAR,0000920879,0003416672                                            
A002,R051,02-03-00,59 ST,NQR456W,BMT,06/01/2017,00:00:00,REGULAR,0000920986,0003416865                                            
A002,R051,02-03-00,59 ST,NQR456W,BMT,06/01/2017,04:00:00,REGULAR,0000920993,0003416874                                            
A002,R051,02-03-00,59 ST,NQR456W,BMT,06/01/2017,08:00:00,REGULAR,0000921004,0003417168                                            
A002,R051,02-03-00,59 ST,NQR456W,BMT,06/01/2017,12:00:00,REGULAR,0000921068,0003417968                                            
A002,R051,02-03-00,59 ST,NQR456W,BMT,06/01/2017,16:00:00,REGULAR,0000921181,0003418383                                            
A002,R051,02-03-00,59 ST,NQR456W,BMT,06/01/2017,20:00:00,REGULAR,0000921448,0003418930                                            
A002,R051,02-03-00,59 ST,NQR456W,BMT,06/02/2017,00:00:00,REGULAR,0000921556,0003419117                                            
A002,R051,02-03-00,59 ST,NQR456W,BMT,06/02/2017,04:00:00,REGULAR,0000921564,0003419127                                            
A002,R051,02-03-00,59 ST,NQR456W,BMT,06/02/2017,08:00:00,REGULAR,0000921580,0003419378                                            
A002,R051,02-03-00,59 ST,NQR456W,BMT,06/02/2017,12:00:00,REGULAR,0000921645,0003420156                                            
A002,R051,02-03-00,59 ST,NQR456W,BMT,06/02/2017,16:00:00,REGULAR,0000921778,0003420571                                            
A002,R051,02-03-00,59 ST,NQR456W,BMT,06/02/2017,20:00:00,REGULAR,0000922085,0003421136                                            
A002,R051,02-03-01,59 ST,NQR456W,BMT,05/27/2017,00:00:00,REGULAR,0000299747,0000485275                                            
A002,R051,02-03-01,59 ST,NQR456W,BMT,05/27/2017,04:00:00,REGULAR,0000299782,0000485298                                            
A002,R051,02-03-01,59 ST,NQR456W,BMT,05/27/2017,08:00:00,REGULAR,0000299803,0000485357                                            
A002,R051,02-03-01,59 ST,NQR456W,BMT,05/27/2017,12:00:00,REGULAR,0000299899,0000485619                                            
A002,R051,02-03-01,59 ST,NQR456W,BMT,05/27/2017,16:00:00,REGULAR,0000300123,0000485916                                            
A002,R051,02-03-01,59 ST,NQR456W,BMT,05/27/2017,20:00:00,REGULAR,0000300383,0000486225                                            
A002,R051,02-03-01,59 ST,NQR456W,BMT,05/28/2017,00:00:00,REGULAR,0000300561,0000486405                                            
A002,R051,02-03-01,59 ST,NQR456W,BMT,05/28/2017,04:00:00,REGULAR,0000300593,0000486444                                            
A002,R051,02-03-01,59 ST,NQR456W,BMT,05/28/2017,08:00:00,REGULAR,0000300621,0000486486                                            
A002,R051,02-03-01,59 ST,NQR456W,BMT,05/28/2017,12:00:00,REGULAR,0000300792,0000486663                                            
A002,R051,02-03-01,59 ST,NQR456W,BMT,05/28/2017,16:00:00,REGULAR,0000301028,0000486922                                            
A002,R051,02-03-01,59 ST,NQR456W,BMT,05/28/2017,20:00:00,REGULAR,0000301289,0000487234                                            
A002,R051,02-03-01,59 ST,NQR456W,BMT,05/29/2017,00:00:00,REGULAR,0000301433,0000487385                                            
A002,R051,02-03-01,59 ST,NQR456W,BMT,05/29/2017,04:00:00,REGULAR,0000301458,0000487411                                            
A002,R051,02-03-01,59 ST,NQR456W,BMT,05/29/2017,08:00:00,REGULAR,0000301471,0000487469                                            
A002,R051,02-03-01,59 ST,NQR456W,BMT,05/29/2017,12:00:00,REGULAR,0000301564,0000487672                                            
A002,R051,02-03-01,59 ST,NQR456W,BMT,05/29/2017,16:00:00,REGULAR,0000301741,0000487930                                            
A002,R051,02-03-01,59 ST,NQR456W,BMT,05/29/2017,20:00:00,REGULAR,0000301977,0000488166                                            
A002,R051,02-03-01,59 ST,NQR456W,BMT,05/30/2017,00:00:00,REGULAR,0000302122,0000488301                                            
A002,R051,02-03-01,59 ST,NQR456W,BMT,05/30/2017,04:00:00,REGULAR,0000302141,0000488321                                            
A002,R051,02-03-01,59 ST,NQR456W,BMT,05/30/2017,08:00:00,REGULAR,0000302175,0000488603                                            
A002,R051,02-03-01,59 ST,NQR456W,BMT,05/30/2017,12:00:00,REGULAR,0000302330,0000489334                                            
A002,R051,02-03-01,59 ST,NQR456W,BMT,05/30/2017,16:00:00,REGULAR,0000302627,0000489708                                            
A002,R051,02-03-01,59 ST,NQR456W,BMT,05/30/2017,20:00:00,REGULAR,0000303217,0000490226                                            
A002,R051,02-03-01,59 ST,NQR456W,BMT,05/31/2017,00:00:00,REGULAR,0000303483,0000490385                                            
A002,R051,02-03-01,59 ST,NQR456W,BMT,05/31/2017,04:00:00,REGULAR,0000303504,0000490398                                            
A002,R051,02-03-01,59 ST,NQR456W,BMT,05/31/2017,08:00:00,REGULAR,0000303554,0000490687                                            
A002,R051,02-03-01,59 ST,NQR456W,BMT,05/31/2017,12:00:00,REGULAR,0000303720,0000491410                                            
A002,R051,02-03-01,59 ST,NQR456W,BMT,05/31/2017,16:00:00,REGULAR,0000304030,0000491780                                            
A002,R051,02-03-01,59 ST,NQR456W,BMT,05/31/2017,20:00:00,REGULAR,0000304570,0000492253                                            
A002,R051,02-03-01,59 ST,NQR456W,BMT,06/01/2017,00:00:00,REGULAR,0000304847,0000492435                                            
A002,R051,02-03-01,59 ST,NQR456W,BMT,06/01/2017,04:00:00,REGULAR,0000304871,0000492450                                            
A002,R051,02-03-01,59 ST,NQR456W,BMT,06/01/2017,08:00:00,REGULAR,0000304915,0000492768                                            
A002,R051,02-03-01,59 ST,NQR456W,BMT,06/01/2017,12:00:00,REGULAR,0000305083,0000493504                                            
A002,R051,02-03-01,59 ST,NQR456W,BMT,06/01/2017,16:00:00,REGULAR,0000305410,0000493873                                            
A002,R051,02-03-01,59 ST,NQR456W,BMT,06/01/2017,20:00:00,REGULAR,0000305974,0000494387                                            
A002,R051,02-03-01,59 ST,NQR456W,BMT,06/02/2017,00:00:00,REGULAR,0000306274,0000494625                                            
A002,R051,02-03-01,59 ST,NQR456W,BMT,06/02/2017,04:00:00,REGULAR,0000306318,0000494652                                            
A002,R051,02-03-01,59 ST,NQR456W,BMT,06/02/2017,08:00:00,REGULAR,0000306354,0000494945                                            
A002,R051,02-03-01,59 ST,NQR456W,BMT,06/02/2017,12:00:00,REGULAR,0000306511,0000495622                                            
A002,R051,02-03-01,59 ST,NQR456W,BMT,06/02/2017,16:00:00,REGULAR,0000306836,0000496027                                            
A002,R051,02-03-01,59 ST,NQR456W,BMT,06/02/2017,20:00:00,REGULAR,0000307396,0000496508                                            
A002,R051,02-03-02,59 ST,NQR456W,BMT,05/27/2017,00:00:00,REGULAR,0005381677,0007417997                                            
A002,R051,02-03-02,59 ST,NQR456W,BMT,05/27/2017,04:00:00,REGULAR,0005381732,0007418015                                            
A002,R051,02-03-02,59 ST,NQR456W,BMT,05/27/2017,08:00:00,REGULAR,0005381756,0007418081                                            
A002,R051,02-03-02,59 ST,NQR456W,BMT,05/27/2017,12:00:00,REGULAR,0005381866,0007418292                                            
A002,R051,02-03-02,59 ST,NQR456W,BMT,05/27/2017,16:00:00,REGULAR,0005382070,0007418464                                            
A002,R051,02-03-02,59 ST,NQR456W,BMT,05/27/2017,20:00:00,REGULAR,0005382338,0007418648                                            
A002,R051,02-03-02,59 ST,NQR456W,BMT,05/28/2017,00:00:00,REGULAR,0005382504,0007418775                                            
A002,R051,02-03-02,59 ST,NQR456W,BMT,05/28/2017,04:00:00,REGULAR,0005382537,0007418792                                            
A002,R051,02-03-02,59 ST,NQR456W,BMT,05/28/2017,08:00:00,REGULAR,0005382559,0007418834                                            
A002,R051,02-03-02,59 ST,NQR456W,BMT,05/28/2017,12:00:00,REGULAR,0005382708,0007418997                                            
A002,R051,02-03-02,59 ST,NQR456W,BMT,05/28/2017,16:00:00,REGULAR,0005382913,0007419190                                            
A002,R051,02-03-02,59 ST,NQR456W,BMT,05/28/2017,20:00:00,REGULAR,0005383161,0007419361                                            
A002,R051,02-03-02,59 ST,NQR456W,BMT,05/29/2017,00:00:00,REGULAR,0005383308,0007419463                                            
A002,R051,02-03-02,59 ST,NQR456W,BMT,05/29/2017,04:00:00,REGULAR,0005383331,0007419477                                            
A002,R051,02-03-02,59 ST,NQR456W,BMT,05/29/2017,08:00:00,REGULAR,0005383346,0007419529                                            
A002,R051,02-03-02,59 ST,NQR456W,BMT,05/29/2017,12:00:00,REGULAR,0005383437,0007419705                                            
A002,R051,02-03-02,59 ST,NQR456W,BMT,05/29/2017,16:00:00,REGULAR,0005383602,0007419904                                            
A002,R051,02-03-02,59 ST,NQR456W,BMT,05/29/2017,20:00:00,REGULAR,0005383797,0007420057                                            
A002,R051,02-03-02,59 ST,NQR456W,BMT,05/30/2017,00:00:00,REGULAR,0005383923,0007420175                                            
A002,R051,02-03-02,59 ST,NQR456W,BMT,05/30/2017,04:00:00,REGULAR,0005383940,0007420184                                            
A002,R051,02-03-02,59 ST,NQR456W,BMT,05/30/2017,08:00:00,REGULAR,0005383976,0007420505                                            
A002,R051,02-03-02,59 ST,NQR456W,BMT,05/30/2017,12:00:00,REGULAR,0005384176,0007421113                                            
A002,R051,02-03-02,59 ST,NQR456W,BMT,05/30/2017,16:00:00,REGULAR,0005384442,0007421361                                            
A002,R051,02-03-02,59 ST,NQR456W,BMT,05/30/2017,20:00:00,REGULAR,0005385048,0007421681                                            
A002,R051,02-03-02,59 ST,NQR456W,BMT,05/31/2017,00:00:00,REGULAR,0005385289,0007421799                                            
A002,R051,02-03-02,59 ST,NQR456W,BMT,05/31/2017,04:00:00,REGULAR,0005385309,0007421814                                            
A002,R051,02-03-02,59 ST,NQR456W,BMT,05/31/2017,08:00:00,REGULAR,0005385359,0007422126                                            
A002,R051,02-03-02,59 ST,NQR456W,BMT,05/31/2017,12:00:00,REGULAR,0005385523,0007422793                                            
A002,R051,02-03-02,59 ST,NQR456W,BMT,05/31/2017,16:00:00,REGULAR,0005385773,0007423066                                            
A002,R051,02-03-02,59 ST,NQR456W,BMT,05/31/2017,20:00:00,REGULAR,0005386469,0007423333                                            
A002,R051,02-03-02,59 ST,NQR456W,BMT,06/01/2017,00:00:00,REGULAR,0005386724,0007423468                                            
A002,R051,02-03-02,59 ST,NQR456W,BMT,06/01/2017,04:00:00,REGULAR,0005386738,0007423483                                            
A002,R051,02-03-02,59 ST,NQR456W,BMT,06/01/2017,08:00:00,REGULAR,0005386787,0007423800                                            
A002,R051,02-03-02,59 ST,NQR456W,BMT,06/01/2017,12:00:00,REGULAR,0005386991,0007424479                                            
A002,R051,02-03-02,59 ST,NQR456W,BMT,06/01/2017,16:00:00,REGULAR,0005387296,0007424715                                            
A002,R051,02-03-02,59 ST,NQR456W,BMT,06/01/2017,20:00:00,REGULAR,0005387916,0007425062                                            
A002,R051,02-03-02,59 ST,NQR456W,BMT,06/02/2017,00:00:00,REGULAR,0005388189,0007425203                                            
A002,R051,02-03-02,59 ST,NQR456W,BMT,06/02/2017,04:00:00,REGULAR,0005388219,0007425222                                            
A002,R051,02-03-02,59 ST,NQR456W,BMT,06/02/2017,08:00:00,REGULAR,0005388263,0007425494                                            
A002,R051,02-03-02,59 ST,NQR456W,BMT,06/02/2017,12:00:00,REGULAR,0005388436,0007426167                                            
A002,R051,02-03-02,59 ST,NQR456W,BMT,06/02/2017,16:00:00,REGULAR,0005388743,0007426471                                            
A002,R051,02-03-02,59 ST,NQR456W,BMT,06/02/2017,20:00:00,REGULAR,0005389342,0007426786                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,05/27/2017,00:00:00,REGULAR,0005016252,0005937197                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,05/27/2017,04:00:00,REGULAR,0005016279,0005937217                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,05/27/2017,08:00:00,REGULAR,0005016292,0005937286                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,05/27/2017,12:00:00,REGULAR,0005016368,0005937438                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,05/27/2017,16:00:00,REGULAR,0005016558,0005937530                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,05/27/2017,20:00:00,REGULAR,0005016792,0005937641                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,05/28/2017,00:00:00,REGULAR,0005016915,0005937695                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,05/28/2017,04:00:00,REGULAR,0005016937,0005937702                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,05/28/2017,08:00:00,REGULAR,0005016948,0005937735                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,05/28/2017,12:00:00,REGULAR,0005017057,0005937831                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,05/28/2017,16:00:00,REGULAR,0005017233,0005937998                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,05/28/2017,20:00:00,REGULAR,0005017433,0005938100                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,05/29/2017,00:00:00,REGULAR,0005017546,0005938155                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,05/29/2017,04:00:00,REGULAR,0005017554,0005938162                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,05/29/2017,08:00:00,REGULAR,0005017571,0005938225                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,05/29/2017,12:00:00,REGULAR,0005017639,0005938349                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,05/29/2017,16:00:00,REGULAR,0005017799,0005938467                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,05/29/2017,20:00:00,REGULAR,0005017974,0005938575                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,05/30/2017,00:00:00,REGULAR,0005018088,0005938637                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,05/30/2017,04:00:00,REGULAR,0005018096,0005938640                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,05/30/2017,08:00:00,REGULAR,0005018134,0005938958                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,05/30/2017,12:00:00,REGULAR,0005018332,0005939434                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,05/30/2017,16:00:00,REGULAR,0005018604,0005939586                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,05/30/2017,20:00:00,REGULAR,0005019200,0005939755                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,05/31/2017,00:00:00,REGULAR,0005019403,0005939826                                            
